Episode,Reward,Mean_100
88,-291.0015481617054,-397.99828722061864
89,-327.1456216467486,-397.2021898546201
90,-322.00173000032856,-396.36662918957245
91,-260.8935295256349,-394.8779138086501
92,-329.8422224332013,-394.1710041197865
93,-393.99721688157786,-394.1691354398058
94,-405.05555067429117,-394.2849483678322
95,-510.97966778209224,-395.51331383535074
96,-262.9855037505257,-394.1328158136337
97,-299.0783943586764,-393.15287332440744
98,-442.31472505220694,-393.65452487265026
99,-411.14146028903156,-393.8311605839268
100,-356.25024303821226,-393.4553514084697
101,-266.0038872158434,-393.06787786876595
102,-455.76782159355565,-395.5390487053453
103,-464.7038456894785,-396.4299123270598
104,-2.8084784475339735,-391.8113854278685
105,-296.7841493709672,-391.6887215688813
106,-359.7803463389894,-392.10403270358535
107,-261.114041502707,-391.4197674999643
108,-431.3477737415568,-392.8066574282613
109,-410.320072826392,-393.74070583337266
110,-384.8353933838861,-393.0121454750391
111,-459.1648230159529,-393.35679074466117
112,-280.81727887316663,-390.5727600774426
113,-211.19530401584382,-390.52091942584366
114,-575.1106030709473,-391.6770414128725
115,-389.5266497023146,-392.9207430208418
116,-337.75244405723663,-390.60624816175135
117,-249.47776150083362,-387.9477013092445
118,-306.4002642710399,-386.485099715856
119,-322.9851689737236,-387.64852334403986
120,-211.5902220112012,-384.2936799128988
121,-246.5791551208971,-381.5388592184128
122,-278.4412489403848,-379.41433046965017
123,-359.8379997299885,-379.8144604461815
124,-197.7070109085666,-376.7158300473103
125,-402.3940143994287,-376.0896616819244
126,-218.78643978196175,-375.0491723949929
127,-454.6959275312891,-376.45035513820943
128,-279.52694646828434,-374.15720468435626
129,-287.5384952584774,-371.0054047795514
130,-295.0393117980807,-371.47536585998233
131,-360.6493785497103,-371.0954283798529
132,-363.54545864295727,-370.5358668403021
133,-263.31937622734523,-369.22370626026225
134,-444.073000347424,-370.1137315596129
135,-406.27493372575253,-369.3384765221738
136,-314.8758781969345,-367.7303380497693
137,-367.05830637721175,-367.2314748259456
138,-287.10964751461677,-366.2628368616409
139,-427.77750016120865,-365.86883644359534
140,-279.7495683331383,-365.3893676040446
141,-129.96243899813416,-363.50566190688704
142,-295.521217519719,-363.82504581135
143,-287.2902608646219,-363.8523732120892
144,-206.211387925518,-361.01297724264305
145,-406.6761620653516,-362.2589282475542
146,-309.4591957075618,-360.9066032738634
147,-276.5847200527252,-360.08079300557614
148,-170.46438829788164,-358.4370554383966
149,-350.69913000790905,-357.58212108026964
150,-55.91927870613887,-353.42438014245397
151,-267.79172009931847,-350.5205076843878
152,-297.0480337574668,-348.6672430598259
153,-308.42677352439057,-346.5142916809434
154,-251.5818530840181,-348.96628510329873
155,-476.8660133504628,-350.5408528289814
156,-59.56215046247093,-346.3421586758808
157,-286.7060938044792,-345.00664637356635
158,-348.8082660575934,-343.29924310714784
159,-226.7464658429788,-339.5463066907492
160,-390.155672159367,-339.31198322717813
161,-349.1823003880679,-339.7786892816568
162,-314.4064509783255,-339.93059935035524
163,-269.5960269717077,-338.6673197343455
164,-251.12654704111634,-337.6565566027086
165,-329.96229270383554,-336.65290146477173
166,-252.339541059737,-336.3295405923478
167,-212.89682627011348,-333.66127215240294
168,-272.4121119533118,-331.45895271835883
169,-311.71232451840154,-329.9761824914415
170,-24.57239154783082,-326.51404211344766
171,-328.9102406668139,-326.7697086626811
172,-373.85887496232874,-326.1890444114009
173,-248.26405839763345,-324.3932835204691
174,-189.281757576166,-323.2116382463972
175,-45.33383399067684,-318.1105146345397
176,-406.5928065101737,-319.18458308315326
177,-208.12914743904886,-317.21846617232165
178,-374.75255650367126,-316.6704199335196
179,-254.80582180130244,-315.6049260845573
180,-460.22038354998847,-315.55780539598504
181,-238.08938809733272,-314.3784695096051
182,-264.3813217843314,-313.5922493453608
183,-373.371987526782,-313.0628066002503
184,-313.5895838499138,-312.5543164056084
185,-290.2308100441582,-310.6706428561506
186,-341.03816587200816,-309.46219758274253
187,-346.53175174722287,-308.73223867251164
188,-350.82467615343666,-309.3304699524289
189,-268.84220388823417,-308.74743577484384
190,-338.6557782800355,-308.9139762576409
191,-233.64138991067273,-308.64145486149135
192,-313.55317214893284,-308.4785643586486
193,-154.17716793701163,-306.0803638692029
194,-150.02340814893878,-303.5300424439494
195,-362.6556825091185,-302.04680259121966
196,-344.80983260070786,-302.8650458797215
197,-304.5210523718465,-302.9194724598532
198,-225.8468246836074,-300.75479345616725
199,-206.55332864657458,-298.70891213974267
200,-208.26361297723483,-297.22904583913294
201,-457.8044745438894,-299.1470517124134
202,-382.74917329594734,-298.4168652294373
203,-59.36373400445258,-294.363464112587
204,-159.97170380062022,-295.9350963661179
205,-165.15227140203024,-294.61877758642845
206,-272.2958855826595,-293.7439329788652
207,-110.57705492553883,-292.2385631130935
208,-280.3229321491952,-290.72831469716994
209,-84.06248273053184,-287.4657387962113
210,-246.56027864162323,-286.0829876487887
211,-57.236729987023836,-282.06370671849936
212,-314.0203058975881,-282.3957369887436
213,-244.4440509968264,-282.7282244585534
214,-73.78496119177473,-277.7149680397617
215,-184.3132282447952,-275.6628338251865
216,-371.0944640683955,-275.996254025298
217,-308.65598625569356,-276.5880362728467
218,-129.08659408905177,-274.8148995710268
219,-382.4624206159756,-275.4096720874493
220,-190.70642010136908,-275.20083406835096
221,-228.69647629322128,-275.0220072800742
222,-395.68758966493994,-276.1944706873198
223,-114.03329652418486,-273.7364236552618
224,-290.7824948595645,-274.66717849477175
225,-165.87429351445235,-272.30198128592195
226,-317.59079330314916,-273.29002482113384
227,-158.99541113000146,-270.333019657121
228,-245.4121180254465,-269.99187137269263
229,-253.0827420899911,-269.64731384100776
230,-182.9807068780261,-268.5267277918072
231,-152.5611593577634,-266.4458455998877
232,-161.8316703082035,-264.42870771654015
233,-260.14881488069835,-264.39700210307365
234,-313.2207317860069,-263.0884794174595
235,-347.90160900349304,-262.5047461702369
236,-311.14796010123007,-262.46746698927984
237,-373.83832664261064,-262.5352671919338
238,-342.49234215152273,-263.0890941383029
239,-360.11527230389606,-262.4124718597298
240,-326.2151174997997,-262.87712735139644
241,-117.49794346073091,-262.7524823960224
242,-176.8040649464294,-261.5653108702895
243,-37.38699990445343,-259.06627826068785
244,-125.32927960327395,-258.2574571774654
245,-22.659253846360826,-254.41728809527547
246,-68.35581567387523,-252.00625429493863
247,-93.71639473985978,-250.17757104180993
248,-268.87350611250986,-251.16166221995618
249,-6.88962528945703,-247.72356717277165
250,-356.13569858381044,-250.72573137154842
251,-80.5660788462655,-248.85347495901792
252,-93.5577121360847,-246.81857174280404
253,-89.44434544939655,-244.62874746205412
254,-110.78995303917524,-243.22082846160572
255,-123.13073510476397,-239.68347567914876
256,-71.3806991450574,-239.80166116597462
257,-246.57793573605335,-239.40037958529035
258,-262.7517781277666,-238.53981470599211
259,-57.10902463798646,-236.84344029394214
260,-64.57910014893675,-233.58767457383783
261,-230.90361855135012,-232.40488775547067
262,-112.78375123667035,-230.38866075805413
263,-257.1830031097006,-230.26453051943406
264,-88.92289222014007,-228.64249397122433
265,-181.54002281945984,-227.15827127238052
266,-172.87449820038057,-226.36362084378695
267,-200.92691727735968,-226.24392175385944
268,-213.53739250212837,-225.65517455934759
269,-105.15326393960513,-223.58958395355964
270,-91.43569216922725,-224.2582169597736
271,-58.602577638954,-221.555140329495
272,-110.26576851578672,-218.91920926502956
273,-98.17438900657476,-217.41831257111895
274,-308.4798844849731,-218.61029384020705
275,-81.88038646848248,-218.97575936498507
276,-122.9535739844805,-216.13936703972814
277,-110.87377946839283,-215.16681336002156
278,-70.24021673440234,-212.12168996232884
279,-50.217959786977616,-210.07581134218563
280,-225.18505625494333,-207.7254580692352
281,-194.04254947801462,-207.28498968304203
282,-95.42836299904305,-205.59546009518917
283,-187.60318390550975,-203.73777205897645
284,-78.34421125446424,-201.38531833302196
285,-72.46483054039636,-199.20765853798432
286,-96.63451489385444,-196.76362202820283
287,-84.4393973777508,-194.14269848450812
288,-89.60763899007344,-191.5305281128745
289,-220.28669076366327,-191.04497298162875
290,-25.57896278771265,-187.9142048267055
291,-70.33939783635545,-186.28118490596233
292,-195.2962102371852,-185.09861528684488
293,-254.78526647922888,-186.10469627226706
294,-98.0937098125191,-185.58539928890283
295,-61.52718747192566,-182.57411433853088
296,-101.90186167027332,-180.14503462922653
297,-285.33017148933425,-179.9531258204014
298,-115.07376931735912,-178.84539526673896
299,-266.0780408466217,-179.44064238873943
300,-180.5350202942251,-179.1633564619093
301,-118.49826642305638,-175.770294380701
302,-175.89414414136303,-173.70174408915514
303,-163.47845112137787,-174.74289126032437
304,6.5925646868892045,-173.07724857544926
305,-140.0526825818443,-172.82625268724743
306,-81.10761855151743,-170.91437001693598
307,-105.38329951839944,-170.8624324628646
308,-64.42604509929863,-168.70346359236564
309,-121.29344407449905,-169.07577320580526
310,-56.259357060068524,-167.17276398998976
311,-165.5104401482044,-168.25550109160162
312,-173.09433432839964,-166.8462413759097
313,-121.1878885457807,-165.61367975139925
314,-142.79646633804003,-166.3037948028619
315,-114.3907587278159,-165.6045701076921
316,-336.548227613668,-165.25910774314485
317,-114.62681808438818,-163.3188160614318
318,-114.87919649671349,-163.1767420855084
319,-131.36516624316127,-160.66576954178026
320,-105.63599057797445,-159.81506524654628
321,-63.80505428742344,-158.1661510264883
322,-161.10821080846227,-155.82035723792353
323,-65.48263849587771,-155.33485065764046
324,-101.65568944318761,-153.44358260347667
325,-83.65259709060447,-152.6213656392382
326,-103.82576341301186,-150.48371534033683
327,-92.33570386646088,-149.81711826770143
328,-61.93117282418534,-147.98230881568884
329,-76.22868761701966,-146.21376827095912
330,-141.2383908305362,-145.79634511048425
331,-6.0789404946821115,-144.3315229218534
332,-74.79255892006333,-143.46113180797204
333,-119.9335818047394,-142.05897947721246
334,-136.93512894249437,-140.29612344877734
335,-55.38324003979433,-137.37093975914033
336,-185.08218302110754,-136.1102819883391
337,-73.88047900321871,-133.1107035119452
338,-129.08833305317106,-130.97666342096167
339,-96.8716917422547,-128.34422761534523
340,-130.44620141046522,-126.38653845445188
341,-106.60758615813415,-126.27763488142591
342,-141.90441502546886,-125.92863838221632
343,-312.77572540161054,-128.6825256371879
344,-101.17584088657392,-128.4409912500209
345,-115.3314252067728,-129.36771296362497
346,-99.00571820586981,-129.67421198894493
347,-100.23341614721478,-129.7393822030185
348,-136.5485920280955,-128.41613306217437
349,-80.38320991401827,-129.15106890841997
350,-236.1467033010354,-127.95117895559224
351,-128.40738009431095,-128.42959196807269
352,-166.1526603742124,-129.15554145045397
353,-79.92837782891529,-129.06038177424915
354,-186.8024725941828,-129.82050696979925
355,-65.12174419232451,-129.24041706067484
356,-52.17703590481794,-129.04838042827245
357,-176.60497836990504,-128.34865085461095
358,-128.199211759931,-127.00312519093262
359,-43.60590453151137,-126.86809398986784
360,-163.9621644566273,-127.86192463294473
361,-99.42124958432193,-126.54710094327446
362,-91.76994023502475,-126.336962833258
363,-34.57728904827357,-124.11090569264374
364,-112.56649657214666,-124.3473417361638
365,-182.19990087949506,-124.35394051676415
366,-64.46183061319084,-123.26981384089224
367,-127.80709893479481,-122.5386156574666
368,-112.48623290545747,-121.5281040614999
369,-49.124850410231225,-120.96781992620616
370,-89.86687856570576,-120.95213179017095
371,-238.39433142115402,-122.75004932799294
372,-116.69273845174848,-122.81431902735258
373,-152.07366402672073,-123.35331177755401
374,-219.1958769622949,-122.46047170232723
375,30.762187421893426,-121.33404596342349
376,-119.77157188429985,-121.30222594242167
377,-72.49031818960617,-120.91839132963379
378,-55.26744901092618,-120.76866365239904
379,-86.1755482384919,-121.12823953691417
380,-98.522930721928,-119.86161828158406
381,-136.95026793344863,-119.29069546613839
382,-124.33855501862774,-119.57979738633425
383,-259.6060682964404,-120.29982623024354
384,-36.07559660503388,-119.87714008374924
385,-214.50775105461003,-121.29756928889137
386,-72.83734150959938,-121.05959755504881
387,-63.35946609663446,-120.84879824223765
388,-146.84758532770337,-121.42119770561393
389,-43.556486776222386,-119.65389566573953
390,-59.512973923570826,-119.9932357770981
391,-95.15483487882429,-120.2413901475228
392,-77.58168854126325,-119.06424493056358
393,-27.781226854926288,-116.79420453432054
394,-112.09351463999815,-116.93420258259535
395,-125.3441091949925,-117.57237179982602
396,-64.6338090521114,-117.1996912736444
397,-149.08893971078425,-115.83727895585889
398,-95.20507005481969,-115.63859196323348
399,-74.3341369590685,-113.721152924358
400,-141.1551859777513,-113.32735458119325
401,-137.31131683974587,-113.51548508536014
402,-318.25595820795735,-114.9391032260261
403,-73.22609037626808,-114.03657961857502
404,-40.0118078409258,-114.50262334385312
405,-53.458790362075575,-113.63668442165543
406,-170.4653315427897,-114.53026155156816
407,-66.37924372702687,-114.14022099365444
408,-89.57734175376854,-114.39173396019916
409,-63.712745542205596,-113.81592697487622
410,-97.54403958522474,-114.22877380012778
411,-52.29241267785297,-113.09659352542427
412,-87.76492289115231,-112.24329941105178
413,29.607653120317593,-110.7353439943908
414,-128.07737200299553,-110.58815305104034
415,-106.86972470181193,-110.51294271078032
416,-56.93127765055013,-107.71677321114912
417,-35.29883754689463,-106.9234934057742
418,-53.272981042590644,-106.30743125123296
419,-120.76317195713237,-106.20141130837268
420,-73.41153163674784,-105.8791667189604
421,-64.2514542850951,-105.88363071893713
422,-61.659048200638225,-104.8891390928589
423,-72.2097056580546,-104.95640976448065
424,-51.31273836051144,-104.45298025365389
425,-42.70985075052222,-104.04355279025307
426,-99.39424484492422,-103.99923760457219
427,-117.49676732508337,-104.25084823915839
428,-49.92283062933835,-104.13076481720995
429,-181.65970993067896,-105.18507504034653
430,-40.902395077368226,-104.18171508281486
431,-72.40139727937844,-104.84493965066181
432,-85.86194955077858,-104.95563355696899
433,-56.38952315734211,-104.32019297049501
434,-42.31854869977727,-103.37402716806784
435,-84.07922918721849,-103.6609870595421
436,-3.145928609009488,-101.84162451542112
437,-77.41572652369203,-101.87697699062585
438,-26.74129436427998,-100.85350660373692
439,-41.07336609374978,-100.29552334725187
440,-95.51491188493563,-99.94621045199658
441,-37.03037553520151,-99.25043834576724
442,-66.17332178090186,-98.49312741332159
443,-48.2620433632568,-95.84799059293802
444,-57.41022251777254,-95.41033440925003
445,-49.362720242110214,-94.7506473596034
446,-43.639218081444156,-94.19698235835915
447,70.03665540732553,-92.49428164281373
448,-147.39749646843887,-92.60277068721717
449,-48.15534948477371,-92.28049208292474
450,-10.053956455838629,-90.01956461447274
451,-89.76918330971458,-89.6331826466268
452,-52.28464930941321,-88.49450253597881
453,-29.04077334845752,-87.98562649117423
454,-61.71349016717489,-86.73473666690414
455,-43.813813342018705,-86.52165735840109
456,-60.300814278218986,-86.6028951421351
457,-19.873179369439725,-85.03557715213044
458,-0.5708907707079618,-83.75929394223822
459,-99.03346468581462,-84.31356954378127
460,-63.7989951608989,-83.31193785082398
461,-47.283276406765,-82.7905581190484
462,-97.10035559790451,-82.8438622726772
463,-85.39879288884546,-83.35207731108292
464,-93.69845509651215,-83.16339689632656
465,-83.69151648798257,-82.17831305241145
466,-52.913997405041066,-82.06283472032996
467,-31.757685541422617,-81.10234058639622
468,-78.3611518882341,-80.76108977622401
469,-68.85497815342158,-80.9583910536559
470,-82.01140776711381,-80.87983634566999
471,-45.81748385683122,-78.95406787002675
472,-55.7192800421758,-78.34433328593103
473,-55.159002185995476,-77.37518666752378
474,-41.45429433500681,-75.59777084125089
475,-124.64194389012142,-77.15181215437104
476,-48.92767474702457,-76.44337318299829
477,-39.42458638163224,-76.11271586491854
478,-59.575091911783915,-76.15579229392712
479,-5.87342444687998,-75.352771056011
480,-8.793749473584256,-74.45547924352756
481,-28.454868359564273,-73.3705252477887
482,-149.2753794073737,-73.61989349167618
483,-73.01145049690686,-71.75394731368084
484,-42.54330202163182,-71.81862436784681
485,-53.47258958581898,-70.20827275315891
486,-54.74474806284884,-70.02734681869141
487,-20.233028186413776,-69.59608243958921
488,3.2770128742013327,-68.09483645757014
489,-48.56067998581497,-68.14487838966609
490,-69.6419531542134,-68.24616818197252
491,-25.104627982703533,-67.5456661130113
492,-68.89419948629146,-67.45879122246157
493,-68.79525332667546,-67.86893148717907
494,-21.237681487874156,-66.96037315565783
495,-17.7466252181065,-65.88439831588897
496,-43.95179186474664,-65.67757814401533
497,-13.390483525389556,-64.3205935821614
498,22.486225090143137,-63.14368063071176
499,9.914360122346835,-62.3011956598976
500,-21.853916113747943,-61.108182961257555
501,-12.215801218934374,-59.85722780504944
502,-38.78448551476704,-57.06251307811755
503,22.509705131054403,-56.10515512304433
504,-6.191117857912019,-55.766948223214186
505,-2.015175995509793,-55.252512079548524
506,-72.47191648376722,-54.2725779289583
507,3.3803033075536604,-53.574982458612496
508,-19.25833527803151,-52.871792393855124
509,-40.71359559779038,-52.64180089441096
510,-28.064371357058036,-51.94700421212931
511,-54.7650081369095,-51.971730166719865
512,-0.6416386576494659,-51.10049732438484
513,-41.54557601649073,-51.81202961575292
514,-55.39550610096725,-51.085210956732645
515,-26.97031735246972,-50.28621688323921
516,-24.699028716662824,-49.96389439390034
517,-35.10717449727724,-49.961977763404164
518,-2.964241097052735,-49.45889036394878
519,25.287436323659577,-47.99838428114087
520,12.214481497567519,-47.142124149797716
521,-53.0688821872364,-47.030298428819144
522,-26.58184326433981,-46.679526379456156
523,14.343039240376292,-45.813998930471854
524,-113.61938089306368,-46.437065355797365
525,22.945977730733375,-45.780507070984825
526,-74.7220064532558,-45.53378468706813
527,-29.331514129324475,-44.652132155110536
528,-24.463121084205525,-44.397535059659205
529,-63.005721967362774,-43.21099518002604
530,-51.50894800317955,-43.31706070928415
531,-40.461012029091705,-42.99765685678128
532,-41.44600206109557,-42.55349738188446
533,16.506897359727247,-41.82453317671378
534,-3.1228380008034264,-41.43257606972403
535,-50.66146517276486,-41.09839842957949
536,-11.718451386937204,-41.18412365735877
537,-86.8804759148685,-41.27877115127054
538,-19.322831698587322,-41.2045865246136
539,-54.8206357728088,-41.3420592214042
540,77.45938951815613,-39.612316207373276
541,-39.23203317007421,-39.634332783722
542,-85.29382275947346,-39.82553779350772
543,41.179467756876065,-38.931122682306395
544,117.63543375407188,-37.18066611958795
545,24.628384798043868,-36.44075506918641
546,18.891317969376686,-35.815449708678194
547,-77.8755970203322,-37.29457223295478
548,-13.7288945199966,-35.95788621347035
549,-19.880654286005537,-35.67513926148268
550,55.27536240507709,-35.02184607287352
551,-44.76447423159095,-34.57179898209229
552,-41.533393602176886,-34.46428642501992
553,-4.6933606842437285,-34.22081229837778
554,-24.61416735981426,-33.84981907030418
555,-45.871878541336365,-33.87039972229735
556,-82.0222733843971,-34.087614313359126
557,46.175614906958366,-33.427126370595154
558,2.3948138128736787,-33.397469324759335
559,22.84230145962853,-32.1787116633049
560,-32.389219313055435,-31.86461390482647
561,-53.33960665128953,-31.925177207271716
562,8.562990915576378,-30.868543742136904
563,-6.696944784501142,-30.081525261093464
564,-1.752947400375973,-29.162070184132105
565,-77.23223868038971,-29.09747740605617
566,6.28144896803326,-28.505522942325435
567,-46.79296161509335,-28.655875703062136
568,-9.2118042660191,-27.964382226839984
569,-70.53444415545847,-27.98117688686035
570,-3.324524570256642,-27.194308054891778
571,112.99799996333707,-25.6061532166901
572,-57.15256715000482,-25.620486087768384
573,65.3521093517811,-24.41537497239062
574,-56.43346944897257,-24.565166723530282
575,-37.92980416141009,-23.698045326243168
576,-50.52219067499289,-23.71399048552285
577,-3.0192329669870333,-23.349936951376403
578,2.0158104259300984,-22.734027927999264
579,-69.6690930553774,-23.371984614084237
580,-70.38190256637476,-23.98786614501214
581,-39.6008582062198,-24.099326043478694
582,15.851539105789215,-22.448056858347062
583,150.1110674099061,-20.216831679278936
584,-25.09258860862388,-20.042324545148855
585,36.30875479480963,-19.14451110134257
586,42.4476325172094,-18.172587295541984
587,12.347577298847469,-17.84678124068937
588,-60.36658879236235,-18.483217257355008
589,-7.882758856456666,-18.076438046061423
590,-9.10201558218742,-17.471038670341166
591,83.59480291667822,-16.38404436134735
592,0.5896162303714902,-15.68920620418072
593,82.02758136419831,-14.180977857271982
594,36.282133260467475,-13.605779709788568
595,41.581642753703534,-13.012497030070467
596,-102.34211626761095,-13.59640027409911
597,42.05626278233414,-13.041932811021871
598,30.0854667084373,-12.96594039483893
599,-37.606875399394994,-13.441152750056348
600,60.06861759441594,-12.621927412974712
601,55.32156824570299,-11.946553718328339
602,32.6841719527805,-11.231867143652861
603,5.171201993443489,-11.405252175028972
604,-4.002832317057738,-11.383369319620428
605,-49.00242638288625,-11.853241823494189
606,121.62213950211786,-9.912301263635339
607,-1.9917940711476896,-9.966022237422353
608,-81.40987395253487,-10.587537624167386
609,-10.67951084792574,-10.287196776668742
610,-31.74458317958471,-10.323998894894007
611,-25.377356729198908,-10.030122380816902
612,-54.43336131406372,-10.568039607381042
613,-24.828680297069127,-10.40087065018683
614,-9.254125810257491,-9.939456847279734
615,-76.90888360095889,-10.438842509764624
616,41.85098271678706,-9.773342395430126
617,84.48850486528966,-8.577385601804457
618,8.254614164711171,-8.465197049186818
619,-60.508626544889204,-9.323157677872304
620,-35.61969099472607,-9.80149940279524
621,-28.634562794828852,-9.557156208871165
622,-10.201087553507222,-9.39334865176284
623,-51.68988231251875,-10.053677867291789
624,-9.515240378818334,-9.012636462149338
625,108.83898027834807,-8.15370643667319
626,85.01560158817864,-6.5563303562588455
627,138.67739184420506,-4.876241296523548
628,-1.4005427132375814,-4.645615512813871
629,106.95496193756625,-2.946008673764579
630,47.49868410120271,-1.955932352720758
631,98.9659110845732,-0.5616631215841078
632,34.398414438821334,0.19678104341506056
633,21.50424659614515,0.24675453577924017
634,-1.3814289481926778,0.2641686263053471
635,-38.87900495477299,0.3819932284852661
636,9.687865748426631,0.5960563998389042
637,119.17517304691107,2.6566128894567003
638,21.912802564313523,3.068969232085708
639,148.08448064683168,5.098020396282115
640,6.779673496635169,4.391223236066906
641,88.75777281017854,5.6711212958694315
642,121.56332379193648,7.739692761383532
643,174.0194321966463,9.068092405781233
644,-16.775893098365884,7.723979137256858
645,0.8104751574900462,7.485800040851317
646,13.67687816782238,7.433655642835775
647,21.33369328579971,8.425748545897093
648,-149.47385930948252,7.068298898002233
649,78.17005833331683,8.048806024195455
650,133.3877544380478,8.829929944525164
651,36.89286325330541,9.646503319374126
652,-14.810806856211201,9.913729186833784
653,72.38007042379768,10.684463497914198
654,75.2017485186903,11.682622656699243
655,-7.5451928452910835,12.065889513659696
656,66.75427012151295,13.553654948718798
657,65.59200896540555,13.747818889303268
658,118.4612712029061,14.908483463203595
659,86.90135080375073,15.549073956644815
660,65.71158479990987,16.53008199777447
661,65.09030825208897,17.714381146808254
662,151.40453266414727,19.142796564293963
663,74.09219466125528,19.950687958751526
664,40.233520176919995,20.370552634524486
665,130.84585451682787,22.451333566496665
666,36.48270172789146,22.753346094095246
667,97.06827298713418,24.191958440117517
668,27.15000205151682,24.555576503292876
669,88.18042587384011,26.142725203585865
670,22.53128768923574,26.401283326180792
671,-210.88788337471883,23.162424492800234
672,112.56242492083192,24.8595744135086
673,186.93692234801412,26.07542254347092
674,-7.995300912459655,26.55980422883605
675,121.67240401332384,28.155826310583393
676,36.70747110852096,29.02812292841854
677,-8.462856589114537,28.973686692197266
678,126.36745071605269,30.21720309509849
679,96.54994325126161,31.879393458164877
680,163.03258888918944,34.21353837272052
681,145.97902960177674,36.06933725080048
682,133.85099234558643,37.24933178319845
683,86.29360021240683,36.61115711122346
684,80.71919297166461,37.66927492702635
685,51.297694958534144,37.81916432866359
686,148.5955335213485,38.88064333870498
687,155.66322815610027,40.31379984727751
688,145.22249785202462,42.36969071372138
689,95.01727554576127,43.39869105774356
690,18.99984102012677,43.679709623766705
691,191.91987280932074,44.76296032269313
692,147.06775908617385,46.22774175125116
693,90.35340649680306,46.3110000025772
694,-164.2654810540161,44.30552385943237
695,87.75225151194346,44.76722994701477
696,62.90603057144177,46.4197114154053
697,98.99850843318131,46.98913387191376
698,76.10858766784833,47.44936508150788
699,35.9667484350328,48.18510131985216
700,179.67006661068203,49.381115810014805
701,102.3055224135005,49.85095535169278
702,-224.06287435737633,47.28348488859121
703,151.39507174605393,48.74572358611732
704,119.7718535858602,49.9834704451465
705,120.94181703261144,51.68291287930148
706,142.59343077316595,51.892625792011955
707,116.09341999318855,53.07347793265533
708,147.72889859456708,55.36486565812635
