Episode,Reward,Mean_100
356,-42.437078851888174,-99.81998706183913
357,-28.304808275358596,-97.48654566256374
358,33.677402060214774,-94.37258441310374
359,7.818436050942324,-94.19210822627466
360,-59.31020279513656,-93.48578575824546
361,-15.946346760460443,-91.89001902277337
362,-27.132595771438474,-91.62375521749935
363,-135.5745673687316,-89.84092589081564
364,-25.354658896463107,-89.56600081810922
365,-45.514046976585846,-88.7110563092893
366,23.185922683871084,-87.61284030244374
367,-19.42713749169303,-86.7550537829662
368,-213.28145317215726,-88.184805148578
369,-54.52969321926484,-87.86094643636872
370,37.4400725231514,-85.81917125019513
371,-19.96654246416618,-84.90205960663894
372,-29.00629378396006,-81.59383710387785
373,-29.264091906859804,-81.10132744688747
374,-15.823859382506257,-79.37857645534633
375,-304.1270886289567,-80.98272881264651
376,-45.233711156229354,-79.55349171145421
377,-25.732808031264554,-79.5961697102136
378,-81.53875691182695,-80.0650385565234
379,43.027271361214375,-78.8822553481621
380,-131.25377797480851,-79.8257834517878
381,-55.599645885122854,-79.48412664991285
382,-60.97194791898719,-79.53362367102153
383,-12.838650424855885,-77.31315685207163
384,-27.43561006060024,-76.69809162493719
385,-21.85958312457207,-75.99837194646514
386,-58.360137657818726,-76.10837592312825
387,-42.18226927401507,-75.6887018099961
388,-29.13676052258691,-75.74875843792576
389,-82.71490460278932,-73.92475496064154
390,-21.865384268916458,-73.52301023797861
391,-36.898318935820924,-71.2200730355669
392,-71.65425275878525,-69.4082556423004
393,-23.311818556967637,-67.79637351501921
394,-77.84662038263406,-69.03471291538624
395,-64.03113097217182,-69.45996943456744
396,-25.036330787364918,-69.11779608157585
397,-54.149194508145364,-69.72590662506026
398,-105.98905909121308,-69.66092219835299
399,-17.55989496860066,-69.29831038411928
400,-18.16568123822543,-69.12071282005728
401,-51.324089678587214,-69.37238915660379
402,-19.518188412796277,-67.68226693659548
403,-6.851450865735131,-67.50573741185106
404,-167.45299582871178,-69.15148285975472
405,-112.60003999521442,-70.29059781817075
406,-69.55712356732631,-69.8705898928544
407,-195.75866635319355,-71.63748489819163
408,-61.11323507124033,-70.9705145796368
409,-29.989447720303872,-70.02209017624487
410,-163.82375531418515,-71.50885465891398
411,60.064285958829075,-70.61712516254735
412,-50.18301168405621,-70.9704208475864
413,2.05710835650666,-69.14013296361368
414,-35.75964938188493,-68.37835822814569
415,-13.055163540472742,-67.52857025455005
416,-60.97918121508212,-68.01668193072338
417,-54.47824170909082,-68.242319569712
418,-31.640311021356467,-66.85352842468372
419,16.72586597369383,-65.45065733967144
420,-39.35460471987844,-64.48335472541851
421,-32.25711141526969,-64.3330221234749
422,-89.21211170475974,-64.35293713050889
423,1.7592985061998831,-62.338972652452846
424,-63.238989261503775,-60.594602378422834
425,-53.26276731996276,-58.79080919902402
426,-44.94495780270394,-55.731634627581336
427,13.6085918383491,-55.54085090432892
428,-26.818547265746673,-53.49566091365633
429,-77.4230402391978,-53.16200297978168
430,-8.63690978319601,-52.781269518777464
431,-28.75767644537231,-52.48960995710894
432,-29.86771993973109,-51.95772670877372
433,27.69527579531757,-51.109921609236146
434,-36.76876594927218,-51.01981461447649
435,-11.210160006350733,-51.1028298130461
436,-33.83307975574503,-49.44021574344168
437,-5.557840761636015,-48.93788124228723
438,39.71855607168132,-48.167274072568006
439,1.9805610886116227,-47.714325945526035
440,-2.885895108078202,-47.48251368683581
441,-26.807616973904658,-46.968064255154914
442,-35.954452337363605,-46.63774591638614
443,-0.6594357322107811,-44.701779587558384
444,-104.07317313368362,-45.71358850566893
445,-60.980830896819405,-45.48644249254095
446,-9.891140619773566,-44.356800040413376
447,-57.44607150691576,-44.38180509039129
448,-97.94847760785689,-44.72049316046981
449,-104.04864610551918,-45.16417960572389
450,-92.24710869092425,-45.31506302529574
451,-248.47065740354068,-48.15780805461249
452,23.405018648960112,-48.06045072695176
453,-291.8629682005975,-49.43286984601533
454,36.23788517181968,-48.262151834588686
455,17.521556113656413,-47.08948915603683
456,-181.6853425488796,-48.48197179300675
457,-71.56490199369064,-48.914572730190066
458,-137.40772350751143,-50.62542398586732
459,-128.90129622970434,-51.9926213086738
460,-64.39520374765651,-52.043471318198996
461,-22.468101173172045,-52.108688862326105
462,-295.00653657643136,-54.78742827037604
463,-59.50423320107652,-54.026724928699466
464,-101.2980850940068,-54.786159190674915
465,-64.93971702569355,-54.980415891166
466,-13.9254651585034,-55.351529769589746
467,-70.34702147784381,-55.86072860945124
468,-5.856319355755986,-53.78647727128723
469,-16.87830169744204,-53.409963356069014
470,10.377582818534123,-53.680588253115175
471,-17.70963274349605,-53.65801915590847
472,-9.462466723257663,-53.46258088530144
473,-21.855901458947592,-53.38849898082233
474,-48.8618193209733,-53.71887858020699
475,6.640179568992195,-50.61120589822751
476,-22.07360132142361,-50.37960479987945
477,-44.260986246851076,-50.564886582035314
478,-67.73823444739087,-50.426881357390954
479,3.3350511749550265,-50.82380355925355
480,30.58395620860532,-49.20542621741941
481,66.43016578899517,-47.98512810067823
482,-10.584562216781915,-47.481254243656174
483,-17.72239049782891,-47.530091644385905
484,37.89304914584915,-46.87680505232141
485,-16.338332008450777,-46.8215925411602
486,101.72620113765157,-45.2207291532055
487,-16.88943899947907,-44.96780085046014
488,-0.6541097369554478,-44.68297434260382
489,-27.460075718347767,-44.13042605375942
490,-5.673743283210641,-43.968509643902365
491,14.586733414492741,-43.45365912039922
492,-36.52523968178255,-43.102368989629184
493,-9.940934021584923,-42.968660144275376
494,-11.770594561998408,-42.30789988606901
495,-46.46348922094885,-42.13222346855677
496,-67.17083116523852,-42.55356847233551
497,-21.194831291022,-42.224024840164276
498,31.553932189739356,-40.84859492735476
499,-6.322660917305058,-40.736222586841805
500,-3.576849635310495,-40.590334270812654
501,-0.5606057950360821,-40.08269943197714
502,3.2774723737479405,-39.854742824111696
503,-20.975940994982167,-39.99598772540416
504,-12.385052175113131,-38.44530828886818
505,47.036783981112904,-36.84894004910491
506,26.581133487125157,-35.887557478560396
507,-4.437692682962933,-33.97434774185809
508,-5.589209206847627,-33.419107483214155
509,-8.532192893211672,-33.20453493494324
510,14.708778899000748,-31.41920959281138
511,-19.88788767221095,-32.21873132912178
512,-10.521144326419176,-31.822112655545414
513,32.64686346033426,-31.51621510450714
514,11.779710420192686,-31.040821506486363
515,-21.705063955546336,-31.127320510637094
516,2.216252030167368,-30.495366178184604
517,-19.351077401875074,-30.144094535112444
518,1.252498101793222,-29.815166443880948
519,37.41739852129845,-29.608251118404905
520,5.786296196014604,-29.15684210924597
521,-1.3211476340370467,-28.847482471433647
522,-18.72948623165621,-28.14265621670261
523,-43.598061819754776,-28.596229819962154
524,23.12008126847148,-27.7326391146624
525,-26.568040088718845,-27.465691842349962
526,9.525096879590777,-26.92099129552701
527,-5.594434513885403,-27.11302155904936
528,110.5269857366186,-25.739566229025712
529,-23.631861145314744,-25.201654438086877
530,-14.420356765968126,-25.25948890791459
531,-0.7420293392470683,-24.979332436853348
532,55.38122856577822,-24.12684295179825
533,45.94438856686091,-23.94435182408282
534,10.73367475189228,-23.46932741707117
535,-11.131098695507859,-23.468536803962742
536,60.583623879196296,-22.52436976761333
537,-29.18620880386534,-22.76065344803562
538,-175.0355860529557,-24.908194869281992
539,28.44392264555657,-24.64356125371254
540,-22.668806352007238,-24.84139036615183
541,-75.50298177650687,-25.328344014177855
542,-70.8527880185385,-25.6773273709896
543,-35.15731281118953,-26.022306141779392
544,-58.38171046091523,-25.56539151505171
545,2.7180896514298047,-24.92840230956922
546,-12.930661398509542,-24.95879751735658
547,-22.428277481885843,-24.608619577106282
548,43.20391057188303,-23.19709569530888
549,114.77482104837412,-21.008861023769942
550,-75.8076491957589,-20.844466428818297
551,-16.226323040646065,-18.522023085189346
552,-106.13875718966769,-19.817460843575624
553,-53.66812129306017,-17.435512374500252
554,-46.77097722592144,-18.265600998477666
555,-114.46867799776471,-19.585503339591874
556,16.530106695028298,-17.60334884715279
557,-69.52973470544048,-17.582997174270293
558,-203.49031362629745,-18.243823075458153
559,-45.73483545193845,-17.41215846768049
560,-134.6843454809736,-18.115049885013665
561,-187.1902820580394,-19.76227169386234
562,-102.25857573004942,-17.83479208539852
563,-148.6649734297389,-18.726399487685143
564,-192.1010971693802,-19.63442960843888
565,-190.4930185075977,-20.889962623257915
566,-181.61714766084512,-22.566879448281338
567,-194.54769399461043,-23.808886173449
568,-136.4322381378526,-25.114645361269968
569,-49.6890413769778,-25.442752758065325
570,-132.79178275776206,-26.87444641382829
571,-138.8543434066085,-28.08589352045941
572,49.70765943362253,-27.494192258890617
573,-95.95226042835979,-28.235155848584736
574,55.366927160947924,-27.19286838376552
575,177.22158296116885,-25.487054349843756
576,-21.15718887616022,-25.477890225391125
577,-69.08196085726175,-25.72609997149523
578,37.92272222001746,-24.66949040482115
579,40.51070757352966,-24.2977338408354
580,57.768449180047725,-24.025888911120973
581,17.105661779738313,-24.51913395121354
582,-33.917148239851784,-24.75245981144424
583,38.815782066481546,-24.187078085801136
584,188.69272149566999,-22.679081362302927
585,-37.47752203683332,-22.890473262586756
586,-204.456102344786,-25.952296297411127
587,166.75689418782122,-24.115832965538125
588,21.57728739144892,-23.89351899425408
589,32.45805491057172,-23.294337687964884
590,30.801943807178247,-22.929580817060994
591,17.646855280324374,-22.89897959840268
592,-45.45858210828901,-22.98831302266775
593,-44.393182253217255,-23.332835504984068
594,-0.94861733542335,-23.22461573271832
595,-33.9274195794996,-23.09925503630383
596,15.52757206306795,-22.272271004020762
597,-36.8083967714134,-22.428406658824674
598,-12.973387004702644,-22.873679850769093
599,-35.964864169964045,-23.170101883295683
600,-43.48551774732122,-23.569188564415796
601,-41.814722793824046,-23.981729734403675
602,2.4878414835605724,-23.98962604330555
603,-42.668547575790114,-24.206552109113627
604,-17.165111567751055,-24.254352703040002
605,-49.50921779373965,-25.21981272078853
606,-9.707433928306173,-25.58269839494284
607,-1.9298206860104017,-25.557619674973317
608,-39.00600646097851,-25.891787647514626
609,-18.422294389136482,-25.99068866247387
610,-63.20938125914623,-26.76987026405534
611,-66.20633625579399,-27.23305474989117
612,19.65769483921369,-26.931266358234847
613,-10.908577207838277,-27.366820764916575
614,-74.92868079615792,-28.23390467708008
615,-14.935398913526171,-28.166208026659877
616,-61.49181197061937,-28.80328866666775
617,-19.240839979203926,-28.802186292441032
618,0.48937639311371584,-28.80981750952783
619,-21.92164513629045,-29.403207946103716
620,32.58766977397565,-29.135194210324112
621,-47.002238140784115,-29.59200511539158
622,-68.2517981247655,-30.08722823432267
623,-27.678769901595004,-29.928035315141074
624,-33.125108172665165,-30.490487209552434
625,-41.7643867236696,-30.64245067590195
626,-9.95020027610856,-30.837203647458942
627,177.5692845258707,-29.005566457061377
628,-61.689650787963096,-30.7277328223072
629,1.3804306689654453,-30.477609904164396
630,-37.18328798341422,-30.705239216338853
631,-40.37648253780077,-31.10158374832439
632,-41.70966646907834,-32.07249269867296
633,61.25526572339086,-31.919383927107656
634,5.009243277887862,-31.9766282418477
635,221.59284459593462,-29.649388808933278
636,40.45764720266345,-29.8506485756986
637,-0.8277754396987262,-29.567064242056937
638,-56.88728049041684,-28.385581186431544
639,-108.30231857583094,-29.75304359864543
640,39.316015276613996,-29.13319538235921
641,-29.74893117062787,-28.675654876300424
642,89.70317454065248,-27.070095250708516
643,-51.81475172615038,-27.236669639858125
644,-6.176138868767438,-26.714613923936646
645,-168.09113494413126,-28.422706169892255
646,-122.62193935831137,-29.519618949490276
647,-154.18608455027078,-30.83719702017412
648,-229.98122018798261,-33.56904832777278
649,22.729646258344175,-34.48950007567308
650,127.87517372325065,-32.45267184648298
651,-139.73780697690663,-33.68778668584559
652,2.7552104618908544,-32.59884700933001
653,76.36134143378162,-31.29855238206159
654,181.13790272889707,-29.0194635825134
655,-45.429162660623966,-28.329068429141994
656,-0.9416877559385313,-28.50378637365166
657,73.65626491012661,-27.07192637749599
658,176.70162876613927,-23.27000695357162
659,-77.24535416648494,-23.585112140717087
660,-182.0208914562533,-24.058477600469878
661,-41.54427296275536,-22.602017509517044
662,68.49198153027666,-20.894511936913787
663,-208.1573608608888,-21.489435811225285
664,142.40176245683656,-18.144407214963113
665,-214.88419379565494,-18.388318967843688
666,139.9778941175582,-15.172368550059652
667,2.534621336384309,-13.201545396749706
668,24.314925697954067,-11.59407375839164
669,270.0511103431047,-8.396672241190814
670,-4.216616418641138,-7.110920577799603
671,158.15692273582223,-4.140807916375296
672,1.8090117159659087,-4.619794393551863
673,-11.345420522020362,-3.7737259944884705
674,49.44090948281408,-3.8329861712698086
675,215.13987207748474,-3.453803280106649
676,41.64227433215589,-2.8258086480234876
677,1.322730349977391,-2.1217617359510963
678,-128.76509571884915,-3.788639915339762
679,-2.0695176183789954,-4.214442167258848
680,-71.90010429327545,-5.511127701992081
681,27.648950394386034,-5.405694815845603
682,202.0289484594427,-3.046233848852658
683,-28.78793256405278,-3.7222709951580013
684,162.03115625878223,-3.988886647526879
685,-10.405082025170515,-3.718162247410252
686,-137.8488164342454,-3.0520893883048474
687,-34.26445766187679,-5.062302906801827
688,27.007004902211406,-5.008005731694201
689,15.208848970501293,-5.180497791094905
690,1.8409047716692868,-5.470108181449996
691,17.248028779777286,-5.474096446455465
692,8.697075938056429,-4.932539865992012
693,42.818976004977145,-4.060418283410067
694,1.8196096609121355,-4.032736013446712
695,35.86588612863039,-3.3348029563654107
696,1.8922443890578506,-3.4711562331055132
697,185.85791151726363,-1.2444931502187404
698,32.451826580014625,-0.7902410143715699
699,53.11012995713048,0.10050892689937627
700,17.531518645099396,0.710679290823581
701,23.062310421576072,1.3594496229775843
702,42.591229174074414,1.7604834998827201
703,35.24230328765793,2.539592008517201
704,20.268359192478556,2.913926716119497
